product_id,brand,category,sub_category,mrp
53709,Lakme,Fragrance,Perfume,
53710,Nivea,Skincare,Conditioner,1549.31
53711,,Makeup,Sunscreen,1245.88
53712,Nykaa Naturals,Haircare,Body Lotion,4142.22
53713,Nykaa Naturals,Fragrance,Compact,4238.92
53714,Mamaearth,Personal Care,Mascara,1513.77
53715,Maybelline,Personal Care,Body Mist,1142.01
53716,L'Oreal,Personal Care,Body Mist,900.25
53717,,Makeup,Conditioner,587.95
53718,WOW Skin Science,Personal Care,Foundation,1350.23
53719,Himalaya,Personal Care,Handwash,3602.84
53720,Nykaa Naturals,,Serum,1572.92
53721,Nykaa Naturals,Skincare,Perfume,4089.59
53722,Forest Essentials,Personal Care,Hair Mask,269.89
53723,Nivea,Skincare,Mascara,3959.45
53724,Forest Essentials,Skincare,Mascara,4120.34
53725,Forest Essentials,Makeup,Conditioner,51.54
53726,,,Deodorant,2064.9
53727,Biotique,Haircare,Face Wash,3997.07
53728,Forest Essentials,Skincare,Shampoo,2007.18
53729,Lakme,Haircare,Handwash,
53730,Lakme,Makeup,Compact,2060.24
53731,Mamaearth,Skincare,Hair Mask,1548.08
53732,Forest Essentials,Fragrance,Soap,4545.36
53733,Himalaya,Fragrance,Moisturizer,1014.7
53734,Biotique,Personal Care,Hair Mask,3941.93
53735,L'Oreal,Fragrance,Deodorant,2995.54
53736,Mamaearth,,Serum,2971.5
53737,Biotique,Skincare,Conditioner,3109.31
53738,Nykaa Naturals,Skincare,Lipstick,4771.21
53739,Lakme,Makeup,Mask,
53740,Maybelline,,Lipstick,4955.09
53741,Nykaa Naturals,Skincare,Perfume,
53742,Forest Essentials,Haircare,Compact,4848.2
53743,Lakme,Personal Care,Conditioner,4354.51
53744,WOW Skin Science,Fragrance,Lipstick,4553.89
53745,,,Hair Mask,3766.06
53746,WOW Skin Science,Haircare,Serum,2469.24
53747,Mamaearth,Fragrance,Foundation,4529.09
53748,L'Oreal,Makeup,Oil,93.49
53749,Maybelline,Personal Care,Perfume,3128.3
53750,L'Oreal,Haircare,Eyeliner,659.15
53751,L'Oreal,Makeup,Handwash,3082.48
53752,Nivea,Personal Care,Foundation,2560.17
53753,Himalaya,Makeup,Eyeliner,591.28
53754,Pond's,Haircare,Foundation,2483.02
53755,Lakme,Skincare,Compact,981.44
53756,Lakme,Haircare,Compact,62.32
53757,Lakme,Haircare,Mascara,1237.01
53758,WOW Skin Science,Haircare,Mascara,402.47
53759,The Body Shop,Makeup,Serum,4721.99
53760,Biotique,Personal Care,Serum,1096.32
53761,The Body Shop,Personal Care,Sanitizer,4255.68
53762,L'Oreal,Haircare,Body Lotion,2628.47
53763,Mamaearth,Makeup,Shampoo,4096.18
53764,Nykaa Naturals,Fragrance,Face Wash,906.0
53765,Mamaearth,Haircare,,3457.25
53766,Forest Essentials,Skincare,Deodorant,2638.92
53767,Mamaearth,Fragrance,Serum,
53768,Nivea,Makeup,Serum,3772.35
53769,Lakme,Makeup,Mascara,3252.71
53770,Mamaearth,Personal Care,Perfume,2710.82
53771,The Body Shop,Fragrance,Moisturizer,3878.14
53772,WOW Skin Science,Makeup,Sunscreen,4646.22
53773,Maybelline,Haircare,Eyeliner,3066.82
53774,Biotique,Skincare,Moisturizer,3928.32
53775,Maybelline,Skincare,Serum,640.72
53776,Himalaya,Personal Care,Body Lotion,1400.95
53777,Himalaya,Skincare,Hair Mask,3839.8
53778,Nykaa Naturals,Fragrance,Deodorant,225.96
53779,L'Oreal,Makeup,Compact,1173.73
53780,Forest Essentials,Makeup,Eyeliner,1532.84
53781,WOW Skin Science,Personal Care,Deodorant,103.97
53782,Biotique,Skincare,Body Lotion,3638.14
53783,Nykaa Naturals,Personal Care,Conditioner,2792.82
53784,Himalaya,Personal Care,Mask,1837.97
53785,WOW Skin Science,Haircare,Compact,2977.13
53786,Forest Essentials,Makeup,,1589.33
53787,Pond's,Personal Care,Sanitizer,3152.92
53788,Lakme,Fragrance,Body Mist,4599.52
53789,Maybelline,Skincare,Serum,244.9
53790,Pond's,Haircare,Moisturizer,3022.95
53791,L'Oreal,Haircare,Sanitizer,4140.37
53792,The Body Shop,Personal Care,Body Lotion,1972.18
53793,The Body Shop,Skincare,Mascara,533.22
53794,Nykaa Naturals,Fragrance,Mascara,2121.06
53795,Himalaya,Personal Care,Body Mist,950.43
53796,WOW Skin Science,Personal Care,Mascara,4348.39
53797,Pond's,Haircare,Body Mist,4431.06
53798,,Haircare,Face Wash,3131.57
53799,The Body Shop,Makeup,Face Wash,4240.45
53800,Nykaa Naturals,Fragrance,,3843.77
53801,Pond's,Makeup,Body Mist,589.46
53802,Lakme,Personal Care,Mask,4014.81
53803,,Skincare,Conditioner,2989.51
53804,The Body Shop,Skincare,Oil,2382.73
53805,L'Oreal,Haircare,Sanitizer,1057.33
53806,Pond's,Skincare,Moisturizer,3025.1
53807,Himalaya,Makeup,Body Mist,1154.43
53808,Biotique,,Serum,1592.09
53809,Pond's,Fragrance,Body Lotion,1211.41
53810,WOW Skin Science,Fragrance,Hair Mask,947.7
53811,Biotique,Personal Care,Lipstick,1134.3
53812,Nykaa Naturals,Skincare,Serum,3650.82
53813,Pond's,Haircare,,1441.82
53814,Mamaearth,Personal Care,Serum,2970.54
53815,The Body Shop,Haircare,Perfume,4044.97
53816,Lakme,Personal Care,Soap,1372.32
53817,Forest Essentials,Personal Care,Compact,1397.0
53818,Mamaearth,Personal Care,Sunscreen,1766.29
53819,Nykaa Naturals,Makeup,Sunscreen,3765.41
53820,Pond's,Haircare,,3950.96
53821,Nivea,Haircare,Serum,231.17
53822,Forest Essentials,Makeup,Handwash,2000.4
53823,Nykaa Naturals,Skincare,Body Lotion,717.27
53824,Biotique,Skincare,Perfume,1570.09
53825,Lakme,Makeup,Perfume,2135.98
53826,Himalaya,Fragrance,Handwash,1453.24
53827,WOW Skin Science,Fragrance,Lipstick,2104.98
53828,Pond's,Fragrance,Serum,3609.3
53829,Himalaya,Skincare,Sunscreen,
53830,L'Oreal,Skincare,Foundation,3329.98
53831,Lakme,Personal Care,Body Lotion,1247.14
53832,Nivea,Personal Care,Moisturizer,497.51
53833,Forest Essentials,Fragrance,Deodorant,2216.84
53834,L'Oreal,Skincare,Deodorant,1959.3
53835,L'Oreal,Personal Care,Hair Mask,1062.97
53836,Nykaa Naturals,Haircare,Oil,2157.48
53837,Maybelline,Skincare,Conditioner,3978.59
53838,,Haircare,Deodorant,984.69
53839,Biotique,Makeup,Moisturizer,4849.62
53840,L'Oreal,Haircare,Conditioner,3685.66
53841,Himalaya,Haircare,Foundation,105.97
53842,Maybelline,Haircare,Oil,654.0
53843,Nykaa Naturals,Skincare,Compact,2655.15
53844,,Makeup,Hair Mask,4378.1
53845,L'Oreal,,Handwash,3632.91
53846,Mamaearth,Haircare,Sanitizer,3085.72
53847,Himalaya,Haircare,Oil,3345.82
53848,Nivea,Fragrance,Compact,3964.21
53849,Pond's,Skincare,Eyeliner,1050.17
53850,WOW Skin Science,Haircare,Sanitizer,3167.6
53851,The Body Shop,,Mascara,
53852,Pond's,Haircare,Deodorant,3967.96
53853,Nykaa Naturals,Makeup,Lipstick,2646.32
53854,Biotique,Makeup,Eyeliner,2662.29
53855,L'Oreal,Fragrance,Sanitizer,393.52
53856,WOW Skin Science,Fragrance,Foundation,4601.02
53857,Mamaearth,Haircare,Body Lotion,788.65
53858,L'Oreal,Makeup,Sunscreen,3943.52
53859,Forest Essentials,Fragrance,Serum,4528.25
53860,Lakme,,Serum,1447.99
53861,Lakme,Personal Care,Foundation,1848.81
53862,Lakme,Skincare,Sunscreen,4381.54
53863,Maybelline,Fragrance,,2009.67
53864,,Skincare,Moisturizer,4092.09
53865,Lakme,Haircare,Body Lotion,3984.06
53866,WOW Skin Science,Skincare,Serum,2513.03
53867,Lakme,Skincare,Moisturizer,2322.7
53868,Forest Essentials,Personal Care,Sanitizer,1510.92
53869,Biotique,Personal Care,Body Lotion,862.69
53870,Maybelline,Fragrance,Eyeliner,479.07
53871,Nykaa Naturals,Fragrance,Body Lotion,245.07
53872,Nivea,Fragrance,Lipstick,2655.62
53873,Lakme,Personal Care,Deodorant,2298.33
53874,Biotique,Personal Care,Perfume,538.11
53875,Maybelline,Personal Care,Body Mist,4953.44
53876,Mamaearth,Skincare,Moisturizer,1294.31
53877,Nivea,Haircare,Deodorant,1725.16
53878,Himalaya,Personal Care,Soap,2228.65
53879,Maybelline,,Sanitizer,2177.31
53880,Nivea,Makeup,Face Wash,1828.27
53881,Maybelline,Personal Care,Sanitizer,891.0
53882,Himalaya,Personal Care,Body Lotion,247.06
53883,,Haircare,Eyeliner,3281.8
53884,Forest Essentials,,Compact,1315.21
53885,Biotique,Skincare,Moisturizer,2494.85
53886,Nykaa Naturals,,Compact,2656.74
53887,Nykaa Naturals,Haircare,Foundation,2935.42
53888,Mamaearth,Haircare,Moisturizer,696.8
53889,Pond's,Skincare,Body Mist,1431.91
53890,Maybelline,Haircare,Soap,1475.14
53891,WOW Skin Science,Haircare,Mascara,4483.9
53892,WOW Skin Science,Personal Care,Moisturizer,3704.32
53893,Nivea,Makeup,,3489.61
53894,The Body Shop,Skincare,Face Wash,3739.49
53895,Maybelline,,Perfume,420.97
53896,Biotique,Makeup,Perfume,1484.39
53897,WOW Skin Science,Haircare,Mask,1791.84
53898,Forest Essentials,Personal Care,Hair Mask,2378.17
53899,,Fragrance,Deodorant,4114.71
53900,The Body Shop,Haircare,Mask,1815.46
53901,Mamaearth,Skincare,Deodorant,4217.13
53902,Himalaya,Haircare,Handwash,3948.94
53903,Nivea,Haircare,,1373.46
53904,Nivea,Makeup,Body Mist,1499.22
53905,Nykaa Naturals,Haircare,Moisturizer,571.41
53906,Himalaya,Haircare,Handwash,
53907,Nykaa Naturals,Haircare,Shampoo,1129.25
53908,WOW Skin Science,Makeup,Conditioner,3345.21
53909,Mamaearth,Skincare,Mask,100.94
53910,Nykaa Naturals,Skincare,Foundation,720.91
53911,The Body Shop,Skincare,Face Wash,4846.88
53912,,Haircare,Oil,3378.44
53913,Pond's,,Foundation,215.73
53914,Forest Essentials,Fragrance,Sanitizer,2839.53
53915,Biotique,Makeup,Shampoo,2079.26
53916,,Makeup,Body Mist,4284.86
53917,Maybelline,Makeup,Sanitizer,786.67
53918,WOW Skin Science,Makeup,Oil,3002.6
53919,Himalaya,Fragrance,Soap,496.75
53920,Forest Essentials,Haircare,Foundation,3967.7
53921,Forest Essentials,Personal Care,Foundation,1753.67
53922,Biotique,Makeup,Shampoo,3335.81
53923,Pond's,Personal Care,Shampoo,55.66
53924,Nykaa Naturals,Personal Care,Sanitizer,3336.14
53925,WOW Skin Science,Personal Care,Serum,4711.8
53926,Pond's,Skincare,Deodorant,3245.73
53927,Pond's,Skincare,Lipstick,688.23
53928,Biotique,Personal Care,Deodorant,2952.52
53929,L'Oreal,Fragrance,Deodorant,769.47
53930,The Body Shop,Fragrance,Sanitizer,3854.96
53931,Forest Essentials,Makeup,,2313.32
53932,Maybelline,Personal Care,Eyeliner,1853.39
53933,Nykaa Naturals,,Deodorant,657.39
53934,Forest Essentials,Fragrance,Deodorant,2068.02
53935,Lakme,Skincare,Lipstick,3714.49
53936,Maybelline,Haircare,Perfume,4313.62
53937,Pond's,Makeup,Sanitizer,4730.9
53938,Pond's,Personal Care,Handwash,4632.11
53939,Mamaearth,Personal Care,Foundation,4239.59
53940,Mamaearth,Skincare,Lipstick,297.52
53941,Pond's,Haircare,Moisturizer,3524.96
53942,Biotique,Personal Care,Perfume,4542.11
53943,Himalaya,Skincare,Moisturizer,1020.65
53944,Pond's,,Hair Mask,3725.08
53945,Nykaa Naturals,Fragrance,Conditioner,4481.24
53946,Nivea,Skincare,Conditioner,1160.4
53947,Lakme,Personal Care,Shampoo,4716.12
53948,Himalaya,Makeup,Perfume,2118.58
53949,Biotique,,Deodorant,702.9
53950,Forest Essentials,Makeup,Serum,2352.66
53951,Himalaya,Personal Care,Deodorant,4845.7
53952,Maybelline,Skincare,Deodorant,2314.91
53953,Forest Essentials,Fragrance,Foundation,690.79
53954,Nivea,Haircare,Mask,4196.34
53955,Maybelline,Personal Care,Serum,2165.56
53956,Forest Essentials,Makeup,Body Mist,327.44
53957,Nivea,Fragrance,Perfume,3547.8
53958,Forest Essentials,Skincare,Deodorant,938.3
53959,Mamaearth,Personal Care,Hair Mask,4388.7
53960,Himalaya,Fragrance,Soap,1366.38
53961,Mamaearth,Fragrance,Mascara,2163.79
53962,Pond's,Haircare,Oil,3368.69
53963,WOW Skin Science,Fragrance,Lipstick,4410.08
53964,Biotique,Haircare,Handwash,2461.61
53965,Pond's,Makeup,Mascara,4206.02
53966,Himalaya,Personal Care,Sanitizer,
53967,Mamaearth,Makeup,Perfume,
53968,Forest Essentials,Fragrance,Perfume,3843.9
53969,Lakme,Skincare,Body Mist,1903.91
53970,L'Oreal,Fragrance,Mask,1542.32
53971,Pond's,Skincare,Compact,3024.18
53972,Biotique,Personal Care,Handwash,2202.44
53973,The Body Shop,Personal Care,Body Lotion,1463.15
53974,Lakme,Makeup,Body Lotion,799.77
53975,Lakme,Personal Care,Compact,1811.04
53976,Pond's,,Shampoo,569.58
53977,Mamaearth,Skincare,Deodorant,4654.68
53978,WOW Skin Science,Makeup,Body Lotion,4921.03
53979,Pond's,Skincare,Moisturizer,3003.85
53980,Biotique,Skincare,Face Wash,1142.89
53981,Mamaearth,Personal Care,Body Lotion,2426.34
53982,Mamaearth,Makeup,Moisturizer,2541.18
53983,Nivea,Makeup,Mask,325.32
53984,Lakme,Personal Care,Shampoo,2623.35
53985,Forest Essentials,Haircare,,4069.94
53986,Himalaya,Makeup,Shampoo,3970.79
53987,The Body Shop,Skincare,Foundation,3040.23
53988,Nykaa Naturals,Skincare,Handwash,4476.28
53989,Nivea,,Oil,4158.94
53990,Lakme,Haircare,Eyeliner,177.83
53991,Mamaearth,Makeup,Sanitizer,4754.44
53992,Mamaearth,Skincare,Eyeliner,2969.89
53993,Biotique,Makeup,Serum,2530.07
53994,Mamaearth,Personal Care,Serum,2604.28
53995,WOW Skin Science,Personal Care,Conditioner,3920.61
53996,L'Oreal,Makeup,Handwash,3887.22
53997,Pond's,Skincare,Deodorant,3974.11
53998,Himalaya,Haircare,Sanitizer,1827.38
53999,Nivea,Haircare,Body Mist,3783.64
54000,,Skincare,Moisturizer,1312.0
54001,Maybelline,,Body Lotion,2383.14
54002,Nykaa Naturals,Fragrance,Mascara,2872.94
54003,Lakme,Skincare,Oil,2557.69
54004,Pond's,Fragrance,,569.29
54005,Lakme,Personal Care,Oil,113.77
54006,Pond's,,Deodorant,1649.87
54007,Himalaya,Skincare,Mask,998.75
54008,Pond's,Personal Care,Hair Mask,688.98
54009,Nivea,Haircare,Eyeliner,1967.35
54010,Maybelline,Haircare,Perfume,891.55
54011,Forest Essentials,Haircare,Hair Mask,444.55
54012,Pond's,Makeup,Mascara,3775.4
54013,Forest Essentials,Fragrance,Eyeliner,2840.83
54014,Pond's,Personal Care,Sunscreen,3476.54
54015,Lakme,Fragrance,Handwash,2352.53
54016,Forest Essentials,Personal Care,,4147.24
54017,Lakme,Haircare,Moisturizer,4018.28
54018,Nivea,Makeup,Mascara,2247.87
54019,Biotique,Personal Care,Mascara,2134.63
54020,Nivea,Haircare,Deodorant,946.66
54021,Lakme,Fragrance,Hair Mask,2720.17
54022,Nivea,Fragrance,Sunscreen,2888.53
54023,Maybelline,Haircare,Oil,2427.6
54024,Himalaya,Personal Care,Sanitizer,4036.97
54025,WOW Skin Science,Personal Care,Eyeliner,722.28
54026,Forest Essentials,Fragrance,Body Lotion,2730.08
54027,Nykaa Naturals,Personal Care,Foundation,990.63
54028,Mamaearth,Makeup,Mascara,3273.63
54029,Mamaearth,Makeup,Mask,1981.26
54030,The Body Shop,Personal Care,Moisturizer,2825.29
54031,L'Oreal,Makeup,Mask,2317.81
54032,Nivea,Personal Care,Oil,4731.9
54033,WOW Skin Science,Makeup,Moisturizer,1206.2
54034,Lakme,Personal Care,Deodorant,4144.83
54035,Pond's,Haircare,Perfume,4689.64
54036,Lakme,Makeup,Perfume,1256.11
54037,Himalaya,Personal Care,Face Wash,2087.01
54038,Himalaya,Makeup,Sunscreen,328.73
54039,Pond's,Haircare,Mask,1060.31
54040,The Body Shop,Makeup,Perfume,1745.44
54041,Himalaya,,Face Wash,4374.93
54042,L'Oreal,Haircare,Deodorant,1344.92
54043,Mamaearth,Makeup,Body Mist,2795.19
54044,The Body Shop,,Shampoo,271.26
54045,L'Oreal,Makeup,Body Lotion,3553.34
54046,Mamaearth,Skincare,Soap,677.84
54047,Mamaearth,Personal Care,Face Wash,410.67
54048,Nivea,Makeup,Sanitizer,1187.17
54049,Himalaya,Makeup,Foundation,3668.39
54050,Pond's,Personal Care,Handwash,4655.03
54051,Maybelline,Skincare,Soap,3504.43
54052,Nivea,,Mascara,3471.41
54053,Forest Essentials,Haircare,Compact,869.07
54054,Pond's,Personal Care,Deodorant,2151.41
54055,Maybelline,Haircare,Body Mist,4107.98
54056,The Body Shop,Personal Care,Serum,1587.85
54057,The Body Shop,Haircare,Sanitizer,3803.93
54058,WOW Skin Science,Skincare,Hair Mask,1262.6
54059,L'Oreal,Fragrance,Lipstick,3652.19
54060,L'Oreal,Fragrance,Lipstick,601.23
54061,WOW Skin Science,Haircare,Perfume,4723.35
54062,Maybelline,Fragrance,,1302.86
54063,Nivea,Personal Care,Body Mist,2532.56
54064,L'Oreal,Haircare,Hair Mask,132.04
54065,L'Oreal,Haircare,Moisturizer,619.84
54066,The Body Shop,Skincare,,1543.18
54067,Lakme,Makeup,Body Lotion,3208.19
54068,Mamaearth,Skincare,Eyeliner,1284.15
54069,,Personal Care,Serum,2121.86
54070,L'Oreal,Haircare,Deodorant,59.07
54071,Pond's,Fragrance,Deodorant,265.96
54072,The Body Shop,Personal Care,Hair Mask,2529.09
54073,Biotique,Haircare,Mask,
54074,Forest Essentials,,,2217.26
54075,Mamaearth,Haircare,Eyeliner,2668.0
54076,WOW Skin Science,Haircare,,1123.29
54077,Lakme,Skincare,Mask,4591.75
54078,Maybelline,Makeup,Shampoo,4676.33
54079,Pond's,Haircare,Sanitizer,4128.62
54080,Maybelline,Personal Care,Perfume,1365.21
54081,WOW Skin Science,Fragrance,Conditioner,669.98
54082,WOW Skin Science,Skincare,,2259.78
54083,Maybelline,Personal Care,Soap,2651.17
54084,Biotique,Makeup,Sanitizer,2754.05
54085,Mamaearth,Makeup,Perfume,2532.46
54086,Maybelline,Haircare,Deodorant,1490.83
54087,Nykaa Naturals,Personal Care,Serum,3832.64
54088,Forest Essentials,Makeup,Deodorant,2427.92
54089,Nykaa Naturals,Skincare,Shampoo,4795.37
54090,Forest Essentials,Haircare,Body Lotion,2493.43
54091,L'Oreal,Makeup,Sunscreen,4601.54
54092,Nivea,Makeup,Serum,4601.14
54093,,Skincare,Oil,1901.41
54094,Maybelline,Haircare,Mascara,1632.41
54095,WOW Skin Science,Makeup,Face Wash,216.98
54096,WOW Skin Science,Makeup,Perfume,3692.03
54097,L'Oreal,Skincare,Handwash,4359.05
54098,Lakme,Makeup,Body Lotion,2520.46
54099,L'Oreal,,Mascara,
54100,WOW Skin Science,Fragrance,Body Mist,369.85
54101,Lakme,Personal Care,Sanitizer,3547.1
54102,,Skincare,Lipstick,4780.72
54103,The Body Shop,Haircare,Face Wash,4523.18
54104,Himalaya,Personal Care,,2137.04
54105,Forest Essentials,Haircare,Lipstick,2233.26
54106,Mamaearth,Makeup,Serum,3179.86
54107,,Personal Care,Mascara,
54108,Biotique,Personal Care,Deodorant,2583.87
54109,Nivea,Makeup,Moisturizer,1957.96
54110,Lakme,Personal Care,Hair Mask,544.46
54111,The Body Shop,Personal Care,Perfume,3751.36
54112,Pond's,Fragrance,Soap,1720.66
54113,Forest Essentials,Fragrance,Serum,953.31
54114,Nykaa Naturals,Personal Care,Deodorant,3976.02
54115,Nykaa Naturals,Personal Care,Perfume,4284.38
54116,Mamaearth,Fragrance,Moisturizer,684.56
54117,WOW Skin Science,Skincare,Sunscreen,3656.24
54118,Pond's,Makeup,Serum,3086.73
54119,,Fragrance,,2787.08
54120,Nykaa Naturals,Fragrance,Lipstick,2330.62
54121,Pond's,Skincare,Soap,
54122,Lakme,Personal Care,Body Mist,448.76
54123,Pond's,Fragrance,Face Wash,4356.35
54124,Forest Essentials,Haircare,Body Mist,460.7
54125,Himalaya,Fragrance,Soap,4852.83
54126,Forest Essentials,Skincare,Body Mist,2346.13
54127,Lakme,Personal Care,Lipstick,1477.11
54128,WOW Skin Science,Skincare,Moisturizer,274.39
54129,Biotique,Personal Care,Shampoo,2721.88
54130,Maybelline,Personal Care,Soap,902.5
54131,Himalaya,Personal Care,Body Mist,3142.51
54132,Mamaearth,Personal Care,Deodorant,3587.68
54133,Forest Essentials,Makeup,Conditioner,2226.19
54134,,Personal Care,Shampoo,689.52
54135,Himalaya,Haircare,Sunscreen,3545.71
54136,L'Oreal,Haircare,Mask,4601.14
54137,Nivea,Personal Care,Mascara,1773.49
54138,Maybelline,Skincare,Shampoo,370.78
54139,,Personal Care,Body Mist,4043.97
54140,Himalaya,Makeup,Serum,1105.59
54141,Himalaya,Personal Care,Moisturizer,2769.94
54142,L'Oreal,Personal Care,Body Mist,3445.46
54143,Biotique,Personal Care,Deodorant,2184.97
54144,WOW Skin Science,Haircare,Eyeliner,4359.61
54145,Pond's,Fragrance,Handwash,3840.13
54146,Lakme,Makeup,Body Mist,1559.17
54147,Nivea,Makeup,Mask,3553.18
54148,Forest Essentials,Haircare,Serum,3273.66
54149,Maybelline,Personal Care,Handwash,513.06
54150,Nivea,Personal Care,Body Lotion,2369.99
54151,Lakme,Haircare,Deodorant,2401.52
54152,The Body Shop,Haircare,Handwash,1113.88
54153,L'Oreal,Fragrance,Deodorant,2130.99
54154,Nykaa Naturals,Personal Care,,3618.21
54155,Maybelline,Skincare,Body Lotion,3073.29
54156,Pond's,Personal Care,Mask,2137.06
54157,Himalaya,Makeup,Soap,3866.1
54158,Forest Essentials,Makeup,Mascara,1448.74
54159,Maybelline,Personal Care,Serum,2223.12
54160,Maybelline,Makeup,Compact,
54161,Maybelline,Makeup,Mask,2736.85
54162,WOW Skin Science,Haircare,Soap,108.53
54163,Mamaearth,Haircare,Sanitizer,1124.43
54164,Lakme,Skincare,Body Mist,1333.23
54165,WOW Skin Science,Makeup,Deodorant,70.7
54166,Biotique,Makeup,Sunscreen,3571.78
54167,Forest Essentials,Haircare,Mask,864.8
54168,Maybelline,Skincare,Hair Mask,1678.83
54169,WOW Skin Science,Makeup,Oil,3872.06
54170,L'Oreal,Makeup,Perfume,4670.29
54171,Nivea,Fragrance,Face Wash,1080.56
54172,Maybelline,Personal Care,Body Mist,316.37
54173,WOW Skin Science,Skincare,Shampoo,1570.99
54174,The Body Shop,Fragrance,Body Mist,1501.53
54175,WOW Skin Science,Haircare,Deodorant,1164.11
54176,Mamaearth,Personal Care,Deodorant,687.45
54177,,Fragrance,Face Wash,137.45
54178,Maybelline,Skincare,Mascara,4142.81
54179,Lakme,Skincare,Shampoo,110.12
54180,Mamaearth,Skincare,Sunscreen,3315.34
54181,Himalaya,Haircare,Body Lotion,1210.0
54182,Pond's,Haircare,Compact,3867.0
54183,,Fragrance,Soap,3008.68
54184,The Body Shop,Personal Care,Mask,3585.96
54185,,Haircare,Moisturizer,4322.03
54186,Nykaa Naturals,,,2828.26
54187,,,Foundation,4375.05
54188,,Fragrance,Moisturizer,3044.41
54189,Nykaa Naturals,,Perfume,3112.48
54190,Biotique,Makeup,Shampoo,3825.82
54191,Himalaya,Fragrance,Body Lotion,877.79
54192,The Body Shop,Haircare,Perfume,2552.77
54193,Forest Essentials,Makeup,Sunscreen,2956.46
54194,Himalaya,Skincare,Shampoo,3714.33
54195,Pond's,Fragrance,Perfume,4873.48
54196,,Fragrance,,4451.39
54197,WOW Skin Science,Fragrance,Body Mist,4290.69
54198,Mamaearth,Skincare,Body Mist,2517.57
54199,,Fragrance,Mascara,815.83
54200,Forest Essentials,Fragrance,Serum,1171.95
54201,WOW Skin Science,Skincare,,4868.44
54202,,Haircare,Serum,4436.44
54203,Maybelline,Fragrance,Foundation,3733.71
54204,L'Oreal,Fragrance,Soap,4261.7
54205,L'Oreal,Fragrance,Deodorant,3757.93
54206,Maybelline,Fragrance,Deodorant,3967.14
54207,Biotique,Haircare,Mask,2146.15
54208,Biotique,Fragrance,Mask,1413.77
54209,Maybelline,Fragrance,,4000.6
54210,WOW Skin Science,Skincare,Body Lotion,2568.42
54211,Lakme,Haircare,Mask,3713.52
54212,Mamaearth,Skincare,Lipstick,1055.25
54213,Pond's,Makeup,Perfume,772.35
54214,L'Oreal,Personal Care,Serum,4330.03
54215,Nykaa Naturals,Haircare,Hair Mask,4826.69
54216,Nivea,Haircare,Perfume,2140.54
54217,Nivea,Makeup,Body Lotion,4454.08
54218,Lakme,Fragrance,Sanitizer,4955.67
54219,WOW Skin Science,Skincare,Compact,953.03
54220,Nivea,Skincare,Sanitizer,
54221,Nivea,Fragrance,Mask,1507.56
54222,Lakme,Makeup,Serum,1943.0
54223,Lakme,Makeup,Sunscreen,1177.4
54224,L'Oreal,Makeup,Handwash,2784.62
54225,Pond's,Skincare,Lipstick,4576.32
54226,L'Oreal,Skincare,Eyeliner,771.39
54227,The Body Shop,Skincare,Body Lotion,1893.51
54228,WOW Skin Science,Fragrance,Body Mist,995.81
54229,,Skincare,Face Wash,3907.42
54230,L'Oreal,Personal Care,Handwash,2483.73
54231,Maybelline,Fragrance,Serum,1117.27
54232,WOW Skin Science,Skincare,Deodorant,4902.0
54233,Himalaya,Makeup,Serum,4888.98
54234,Maybelline,Personal Care,Serum,714.82
54235,,Fragrance,Eyeliner,4215.57
54236,Biotique,Fragrance,Deodorant,2061.95
54237,Forest Essentials,Skincare,Handwash,1545.45
54238,Pond's,Skincare,,2210.29
54239,L'Oreal,,Foundation,466.23
54240,Maybelline,Fragrance,Serum,4109.15
54241,L'Oreal,Makeup,Moisturizer,3808.97
54242,The Body Shop,,Deodorant,4283.74
54243,Forest Essentials,Personal Care,Body Mist,1864.19
54244,Nykaa Naturals,Fragrance,Hair Mask,3779.73
54245,Pond's,Makeup,Soap,951.52
54246,L'Oreal,Fragrance,Serum,2513.33
54247,Forest Essentials,Personal Care,Deodorant,4560.78
54248,Nykaa Naturals,Makeup,,1901.37
54249,,Fragrance,Sunscreen,494.5
54250,Mamaearth,Skincare,Body Mist,4928.78
54251,Nivea,Personal Care,,4142.24
54252,Forest Essentials,Skincare,Body Mist,4877.88
54253,Maybelline,Personal Care,Foundation,3829.07
54254,Nivea,Haircare,Compact,217.23
54255,L'Oreal,Haircare,Deodorant,2011.71
54256,Mamaearth,Haircare,Handwash,1631.77
54257,Maybelline,Skincare,Face Wash,339.94
54258,Lakme,Skincare,Sunscreen,
54259,Nivea,Personal Care,Face Wash,4101.17
54260,,Haircare,Compact,1660.79
54261,Biotique,Skincare,Perfume,1236.46
54262,Lakme,Personal Care,Eyeliner,1696.87
54263,Himalaya,Fragrance,Handwash,2185.64
54264,Maybelline,Skincare,Deodorant,3796.72
54265,WOW Skin Science,Skincare,Mascara,2707.24
54266,Pond's,Personal Care,Perfume,2151.86
54267,Mamaearth,Fragrance,Shampoo,3673.54
54268,Mamaearth,Skincare,Serum,1269.15
54269,Himalaya,Haircare,Sunscreen,1577.37
54270,Himalaya,Personal Care,Soap,4906.66
54271,Forest Essentials,Skincare,Oil,1046.98
54272,Mamaearth,Haircare,Soap,2720.4
54273,Forest Essentials,Fragrance,Serum,65.62
54274,Mamaearth,Haircare,Conditioner,2092.86
54275,L'Oreal,Fragrance,Deodorant,425.06
54276,The Body Shop,Haircare,Moisturizer,3014.48
